Journal,Title,Link,Category
QJE,"Constant Proportions, Fixed Plant and the Optimum Conditions of Production",https://doi.org/10.2307/1882260,Production Function
QJE,International Specialization and the Concept of Balanced Growth: Comment,https://doi.org/10.2307/1883732,Production Function
QJE,Why Do People Stay Poor?,https://doi.org/10.1093/qje/qjab045,Production Function
QJE,A Nonsubstitution Theorem and Switching of Techniques,https://doi.org/10.2307/1880514,Production Function
QJE,Skilled Labor-Augmenting Technical Progress in U. S. Manufacturing,https://doi.org/10.1162/003355398555810,Production Function
QJE,Time-Separable Preferences and Intertemporal-Substitution Models of Business Cycles,https://doi.org/10.2307/1883127,Production Function
QJE,Cost of Price Stabilization Policies in a Strongly Inflationary Economy,https://doi.org/10.2307/1885223,Production Function
QJE,"Discrimination, Nepotism, and Long-Run Wage Differentials",https://doi.org/10.2307/1880760,Production Function
QJE,"Relative Backwardness, Direct Foreign Investment, and the Transfer of Technology: A Simple Dynamic Model",https://doi.org/10.2307/1885996,Production Function
QJE,Diminishing Returns and the Relative Share of Labor,https://doi.org/10.2307/1883608,Production Function
QJE,A Note on Professor Solow's Growth Model,https://doi.org/10.2307/1884344,Production Function
QJE,Social Security and Equilibrium Capital Intensity,https://doi.org/10.2307/1883193,Production Function
QJE,The Economics of Caste and of the Rat Race and Other Woeful Tales,https://doi.org/10.2307/1885324,Production Function
QJE,"Intermediate Goods, the Production Possibility Curve, and Gains from Trade",https://doi.org/10.2307/1883998,Production Function
QJE,Paradoxes in Capital Theory: A Symposium: Changes in the Rate of Profit and Switches of Techniques,https://doi.org/10.2307/1882911,Production Function
QJE,Human Capital and Regional Development,https://doi.org/10.1093/qje/qjs050,Production Function
QJE,The Contribution of Changing Energy and Import Prices to Changing Average Labor Productivity: A Profit Formulation for Canada,https://doi.org/10.2307/1884373,Production Function
QJE,"Capital Accumulation, Labor Saving, and Labor Absorption Once More",https://doi.org/10.2307/1881839,Production Function
QJE,Commercial Policy and Aggregate Employment Under Rational Expectations,https://doi.org/10.2307/1885965,Production Function
QJE,Ethnic Capital and Intergenerational Mobility,https://doi.org/10.2307/2118325,Production Function
QJE,A Note on the Global Stability of a Simple Growth Model with Many Capital Goods,https://doi.org/10.2307/1879605,Production Function
QJE,The Income Distribution as a Pure Public Good: A Response,https://doi.org/10.2307/1882194,Production Function
QJE,The Income Distribution as a Pure Public Good: A Response,https://doi.org/10.2307/1882194,Production Function
QJE,Solow and Stiglitz on Employment and Distribution: A New Romance with an Old Model?,https://doi.org/10.2307/1879407,Production Function
QJE,Proximity and Investment: Evidence from Plant-Level Data,https://doi.org/10.1093/qje/qjs073,Production Function
QJE,The Micro-Level Anatomy of the Labor Share Decline,https://doi.org/10.1093/qje/qjab002,Production Function
QJE,Mr. Sraffa's Standard Commodity and the Rate of Exploitation,https://doi.org/10.2307/1884691,Production Function
QJE,Reassessing the Social Returns to Equipment Investment,https://doi.org/10.2307/2118422,Production Function
QJE,Rejoinder,https://doi.org/10.2307/1880808,Production Function
QJE,The Global Stability of Two-Class Neoclassical Growth,https://doi.org/10.2307/1882052,Production Function
QJE,The Effects of Class Size on Student Achievement: New Evidence from Population Variation,https://doi.org/10.1162/003355300555060,Production Function
QJE,Sorting and Long-Run Inequality,https://doi.org/10.1162/003355301753265589,Production Function
QJE,The Efficient Allocation of Resources in Education,https://doi.org/10.2307/1879582,Production Function
QJE,Power in a Theory of the Firm,https://doi.org/10.1162/003355398555630,Production Function
QJE,Disequilibrium Dynamics and the Stability of Quasi Equilibria,https://doi.org/10.2307/1884370,Production Function
QJE,The Acceleration Principle Reconsidered,https://doi.org/10.2307/1885334,Production Function
QJE,Specific Taxes and the Control of Pollution: A General Equilibrium Analysis,https://doi.org/10.2307/1882022,Production Function
QJE,Full Employment and Constant Coefficients of Production,https://doi.org/10.2307/1884848,Production Function
QJE,On Measuring Productive Potential and Relative Efficiency,https://doi.org/10.2307/1885133,Production Function
QJE,A Growth Model for a Tenured-Labor-Managed Firm,https://doi.org/10.2307/1885085,Production Function
QJE,Monopolistic Competition as a Foundation for Keynesian Macroeconomic Models,https://doi.org/10.2307/2937865,Production Function
QJE,"A Near-Rational Model of the Business Cycle, with Wage and Price Inertia",https://doi.org/10.1093/qje/100.Supplement.823,Production Function
QJE,"Inflation, Employment, and the Dutch Disease in Oil-Exporting Countries: A Short-Run Disequilibrium Analysis",https://doi.org/10.2307/1885524,Production Function
QJE,Switching of Techniques,https://doi.org/10.2307/1882915,Production Function
QJE,An Optimal Unemployment Rate,https://doi.org/10.2307/1885585,Production Function
QJE,Income Taxation and Capital Accumulation,https://doi.org/10.2307/1886090,Production Function
QJE,The Theory of Relative Shares: Reply,https://doi.org/10.2307/1880662,Production Function
QJE,Offshoring in a Knowledge Economy,https://doi.org/10.1093/qje/121.1.31,Production Function
QJE,Dams,https://doi.org/10.1162/qjec.122.2.601,Production Function
QJE,"Distributional Growth Accounting: Education and the Reduction of Global Poverty, 1980–2019",https://doi.org/10.1093/qje/qjaf033,Production Function
QJE,Short-Run Expectational Coordination: Fixed Versus Flexible Wages,https://doi.org/10.1162/00335530152466322,Production Function
QJE,Why has CEO Pay Increased So Much?,https://doi.org/10.1162/qjec.2008.123.1.49,Production Function
QJE,"The Theory of Marginal Productivity Tested by Data for Manufacturing in Victoria, I",https://doi.org/10.2307/1884498,Production Function
QJE,Educational Production,https://doi.org/10.1162/00335530152466232,Production Function
QJE,Foreign Exchange Shadow Prices: A Critical Review of Current Theories,https://doi.org/10.2307/1880701,Production Function
QJE,Uninsured Idiosyncratic Risk and Aggregate Saving,https://doi.org/10.2307/2118417,Production Function
QJE,The New View of Investment: A Neoclassical Analysis,https://doi.org/10.2307/1879546,Production Function
QJE,The Elusive Costs of Inflation: Price Dispersion during the U.S. Great Inflation,https://doi.org/10.1093/qje/qjy017,Production Function
QJE,The Wage Policy of a Firm,https://doi.org/10.2307/2118352,Production Function
QJE,Time Inconsistency of Protectionist Programs,https://doi.org/10.2307/2937937,Production Function
QJE,The Capital Market and Income Distribution in Yugoslavia: A Theoretical and Empirical Analysis,https://doi.org/10.2307/1885261,Production Function
QJE,Market Structure and Technological Progress: The Influence of Monopoly on Product Innovation,https://doi.org/10.2307/1880843,Production Function
QJE,Market Structure and Technological Progress: The Influence of Monopoly on Product Innovation,https://doi.org/10.2307/1880843,Production Function
QJE,Factor Market Dynamics and the Incidence of Taxes and Subsidies,https://doi.org/10.2307/1885490,Production Function
QJE,General Equilibrium Wage and Price Distributions,https://doi.org/10.2307/1884174,Production Function
QJE,Import Quotas and the Product Cycle,https://doi.org/10.2307/1884220,Production Function
QJE,The Interaction of Taxes and Inflation in a Macroeconomic Model,https://doi.org/10.2307/1880756,Production Function
QJE,Substitution and Supply Elasticities in Calculating the Effective Protective Rate,https://doi.org/10.2307/1879601,Production Function
QJE,The Complementarity of Public and Private Capital and the Optimal Rate of Return to Government Investment,https://doi.org/10.2307/1885887,Production Function
QJE,Competitive Equilibria under Uncertainty,https://doi.org/10.2307/1885449,Production Function
QJE,"Proportionality, Divisibility and Economies of Scale",https://doi.org/10.2307/1883221,Production Function
QJE,"Factor Market Distortions, Production, Distribution, and the Pure Theory of International Trade",https://doi.org/10.2307/1882271,Production Function
QJE,A Theoretical Explanation of Some Stylized Facts of Economic Growth,https://doi.org/10.2307/1885542,Production Function
QJE,“Equilibrium in Multi-Process Industries” — Further Comments,https://doi.org/10.2307/1880683,Production Function
QJE,Unscrambling Chaos Through Thick and Thin,https://doi.org/10.2307/1891123,Production Function
QJE,Brief Comments,https://doi.org/10.2307/1881709,Production Function
QJE,The Limitations of Pigouvian Taxes as a Long-Run Remedy for Externalities: Comment,https://doi.org/10.2307/1885700,Production Function
QJE,The Cost of Production of Capital,https://doi.org/10.2307/1879647,Production Function
QJE,Economies of Scale: Some Statistical Evidence: Comment,https://doi.org/10.2307/1883063,Production Function
QJE,Dimensions of Postwar Philippine Economic Progress,https://doi.org/10.2307/1883995,Production Function
QJE,Tarde and Schumpeter: A Similar Vision,https://doi.org/10.2307/1884391,Production Function
QJE,Moore's Synthetic Economics,https://doi.org/10.2307/1884028,Production Function
QJE,Tarde and Schumpeter: A Similar Vision,https://doi.org/10.2307/1884391,Production Function
QJE,Moore's Synthetic Economics,https://doi.org/10.2307/1884028,Production Function
QJE,"International Factor Mobility, Minimum Wage Rates, and Factor-Price Equalization: A Synthesis",https://doi.org/10.2307/1884369,Production Function
QJE,The Use of Endogenous Variables in Dynamic Models of Investment,https://doi.org/10.2307/1885451,Production Function
QJE,Internal Migration and Economic Development in Brazil,https://doi.org/10.2307/1886089,Production Function
QJE,Can the Production Smoothing Model of Inventory Behavior be Saved?,https://doi.org/10.2307/1885691,Production Function
QJE,Equipment Investment and Economic Growth,https://doi.org/10.2307/2937944,Production Function
QJE,Journal Article,https://doi.org/10.1093/qje/85.1.194,Production Function
QJE,The Fundamental Assumption of Mr. Keynes' Monetary Theory of Unemployment,https://doi.org/10.2307/1882507,Production Function
QJE,Full Capacity vs. Full Employment Growth: Further Comment,https://doi.org/10.2307/1883601,Production Function
QJE,Threshold Externalities in Economic Development,https://doi.org/10.2307/2937797,Production Function
QJE,Empirical Support for the Theory of Induced Innovations,https://doi.org/10.2307/1882269,Production Function
QJE,Journal Article,https://doi.org/10.1093/qje/83.3.529,Production Function
QJE,Journal Article,https://doi.org/10.1093/qje/79.3.505,Production Function
QJE,Accounting for the Effect Of Health on Economic Growth,https://doi.org/10.1162/qjec.122.3.1265,Production Function
QJE,Implicit Theorizing: A Methodological Criticism of the Neo-Cambridge School,https://doi.org/10.2307/1882092,Production Function
QJE,Some Long-Run Implications of Border Tax Adjustments for Factor Taxes,https://doi.org/10.2307/1885882,Production Function
QJE,Estimating a Firm's Age-Productivity Profile Using the Present Value of Workers' Earnings,https://doi.org/10.2307/2118386,Production Function
QJE,Schumpeter and the Underdeveloped Countries,https://doi.org/10.2307/1885132,Production Function
QJE,The Evolution of Market Power in the U.S. Automobile Industry,https://doi.org/10.1093/qje/qjad047,Production Function
QJE,The Evolution of Market Power in the U.S. Automobile Industry,https://doi.org/10.1093/qje/qjad047,Production Function
QJE,Women's Liberation: What's in It for Men?,https://doi.org/10.1162/qjec.2009.124.4.1541,Production Function
QJE,Technological Change and the Equilibrium Level of the National Income,https://doi.org/10.2307/1882840,Production Function
QJE,Aggregation and the Estimation of Quality Change: Application to U.S. Import Prices,https://doi.org/10.1093/qje/qjaf032,Production Function
QJE,Domestic Policies and Foreign Resource Requirements: Comment,https://doi.org/10.2307/1885728,Production Function
QJE,"Domestic Resource Costs, Effective Rates of Protection, and Project Analysis in Tariff-Distorted Economies",https://doi.org/10.2307/1884615,Production Function
QJE,"Walras, Leontief, and the Interdependence of Economic Activities: Reply",https://doi.org/10.2307/1882000,Production Function
QJE,The Commons and the Optimal Number of Firms,https://doi.org/10.2307/1885703,Production Function
QJE,Efficient Wage Bargaining as a Repeated Game,https://doi.org/10.2307/2937811,Production Function
QJE,Factor and Commodity Prices in an Expanding Economy,https://doi.org/10.2307/1879378,Production Function
QJE,The Taking of Land: When Should Compensation Be Paid?,https://doi.org/10.2307/1885721,Production Function
QJE,"The Regional Distribution of Population, Migration, and Climate",https://doi.org/10.2307/1885501,Production Function
QJE,Should Marginal Tax Rates be Equalized Through Time?,https://doi.org/10.2307/2937933,Production Function
QJE,Dynamics of Waste Accumulation: Disposal versus Recycling,https://doi.org/10.2307/1882044,Production Function
QJE,Comparative Advantage and Optimal Trade Policy,https://doi.org/10.1093/qje/qjv007,Production Function
QJE,Centralized Versus Decentralized Resource Allocation: The Yugoslav “Laboratory”,https://doi.org/10.2307/1879600,Production Function
QJE,Redistributive Taxation in the Roy Model,https://doi.org/10.1093/qje/qjs076,Production Function
QJE,Monetary Non-neutrality in a Multisector Menu Cost Model,https://doi.org/10.1162/qjec.2010.125.3.961,Production Function
QJE,Trade and Productivity,https://doi.org/10.1162/0033553041382139,Production Function
QJE,The Marginal Product of Capital,https://doi.org/10.1162/qjec.122.2.535,Production Function
QJE,Factor Proportions and Comparative Advantage: Part II,https://doi.org/10.2307/1884229,Production Function
QJE,An Analysis of the Eckstein-Wilson Wage Determination Model,https://doi.org/10.2307/1880583,Production Function
QJE,Switching and Reswitching in a General Production Model,https://doi.org/10.2307/1885456,Production Function
QJE,The Simultaneous Determination of Spot and Futures Prices in a Simple Model with Production Risk,https://doi.org/10.2307/1885530,Production Function
QJE,A Study of an Income Expenditure Model,https://doi.org/10.2307/1881944,Production Function
QJE,Statistical Cost Analysis Revisited,https://doi.org/10.2307/1882601,Production Function
QJE,The Determinants of Real Cash Balances in the U.S. Total Manufacturing Sector,https://doi.org/10.2307/1883079,Production Function
QJE,"Optimal Spatial Policies, Geography, and Sorting",https://doi.org/10.1093/qje/qjaa001,Production Function
QJE,The Optimal Taxation of Foreign Source Investment Income,https://doi.org/10.2307/1884472,Production Function
QJE,On the Optimal Compensation of a Socialist Manager,https://doi.org/10.2307/1881791,Production Function
QJE,A Theory of Wage Dispersion and Job Market Segmentation,https://doi.org/10.2307/2937837,Production Function
QJE,The Labor Demand Curve is Downward Sloping: Reexamining the Impact of Immigration on the Labor Market,https://doi.org/10.1162/003355303322552810,Production Function
QJE,Returns to Capital in Microenterprises: Evidence from a Field Experiment,https://doi.org/10.1162/qjec.2008.123.4.1329,Production Function
QJE,Uncertainty and Stabilization Policies for a Nonlinear Macroeconomic Model,https://doi.org/10.2307/1880495,Production Function
QJE,"An Approach to the Study of Income, Utility, and Horizontal Equity",https://doi.org/10.2307/1884165,Production Function
QJE,Flexibility in Intercommodity Substitution May Sharpen Price Fluctuations,https://doi.org/10.2307/1885390,Production Function
QJE,The Costs of Protection and Self-Sufficiency,https://doi.org/10.2307/1882703,Production Function
QJE,The Long-Run Creditworthiness of Developing Countries: Theory and Practice,https://doi.org/10.2307/1885958,Production Function
QJE,Multiplicity of Equilibria and Comparative Statics,https://doi.org/10.2307/1885738,Production Function
QJE,"Job Discrimination, Market Forces, and the Invisibility Hypothesis",https://doi.org/10.2307/1884213,Production Function
QJE,Multiplicity of Equilibria and Comparative Statics,https://doi.org/10.2307/1885738,Production Function
QJE,Uncertainty in Future Government Spending and Investment,https://doi.org/10.2307/1885688,Production Function
QJE,Do Supply Curves Slope Up?,https://doi.org/10.2307/2118493,Production Function
QJE,"The Impact of Outsourcing and High-Technology Capital on Wages: Estimates For the United States, 1979–1990",https://doi.org/10.1162/003355399556179,Production Function
QJE,Private School Vouchers and Student Achievement: An Evaluation of the Milwaukee Parental Choice Program,https://doi.org/10.1162/003355398555685,Production Function
QJE,The Collapse of the Soviet Union and the Productivity of American Mathematicians*,https://doi.org/10.1093/qje/qjs015,Production Function
QJE,Currency Substitution and Foreign Inflation,https://doi.org/10.2307/1885574,Production Function
QJE,The Possibility of Equilibrium Under Monopolistic Competition,https://doi.org/10.2307/1882455,Production Function
QJE,Symposium: Economics of the New Left: Comment,https://doi.org/10.2307/1882049,Production Function
QJE,Substitution and Complementarity in Endogenous Innovation,https://doi.org/10.2307/2118408,Production Function
QJE,Alternative Theories of Wage Determination and Unemployment in LDC's: The Labor Turnover Model,https://doi.org/10.2307/1883069,Production Function
QJE,On the Indeterminacy of Equilibrium Exchange Rates,https://doi.org/10.2307/1882388,Production Function
QJE,A Note on Dynamic Tax Incidence,https://doi.org/10.2307/1880749,Production Function
QJE,A Summing Up,https://doi.org/10.2307/1882916,Production Function
QJE,A Disequilibrium Macroeconomic Model,https://doi.org/10.2307/1881711,Production Function
QJE,"Aggregate Demand, Idle Time, and Unemployment",https://doi.org/10.1093/qje/qjv006,Production Function
QJE,The Corporate Entrepreneur,https://doi.org/10.2307/1884841,Production Function
QJE,Trade and Insurance with Imperfectly Observed Outcomes,https://doi.org/10.2307/2937842,Production Function
QJE,"Proportionality, Divisibility, and Economies of Scale: Reply",https://doi.org/10.2307/1882738,Production Function
QJE,Will Wage Setters Ever Stagger Decisions?,https://doi.org/10.2307/1884182,Production Function
QJE,"Monetary Policy in an Inside-Money, Open Economy: Comment",https://doi.org/10.2307/1882395,Production Function
QJE,"Aggregate Demand, Idle Time, and Unemployment",https://doi.org/10.1093/qje/qjv006,Production Function
QJE,Manufacturing Revolutions: Industrial Policy and Industrialization in South Korea,https://doi.org/10.1093/qje/qjaf025,Production Function
QJE,Traded and Nontraded Intermediate Inputs and Some Aspects of the Pure Theory of International Trade,https://doi.org/10.2307/1884439,Production Function
QJE,On the Long-Run Steady State in a Simple Dynamic Model of Equilibrium with Heterogeneous Households,https://doi.org/10.2307/1885506,Production Function
QJE,International Prices and Endogenous Quality,https://doi.org/10.1093/qje/qju001,Production Function
QJE,Multinational Firms and International Business Cycle Transmission,https://doi.org/10.1093/qje/qjw043,Production Function
QJE,"Inputs, Incentives, and Complementarities in Education: Experimental Evidence from Tanzania",https://doi.org/10.1093/qje/qjz010,Production Function
QJE,"Local Economic Development, Agglomeration Economies, and the Big Push: 100 Years of Evidence from the Tennessee Valley Authority",https://doi.org/10.1093/qje/qjt034,Production Function
QJE,Computing Inequality: Have Computers Changed the Labor Market?,https://doi.org/10.1162/003355398555874,Production Function
QJE,The Allocation of Investment in a Dynamic Economy,https://doi.org/10.2307/1885580,Production Function
QJE,Indebted Demand,https://doi.org/10.1093/qje/qjab007,Production Function
QJE,A Theory of Economic Oscillations,https://doi.org/10.2307/1885551,Production Function
QJE,An Interplant Test of the Efficiency Wage Hypothesis,https://doi.org/10.2307/2937926,Production Function
QJE,Relative Wages and the Rate of Inflation,https://doi.org/10.2307/1880526,Production Function
QJE,The “New” Theory of Consumer Demand and Monopolistic Competition,https://doi.org/10.2307/1884693,Production Function
QJE,Discretionary Monetary Policy and Socially Efficient Wage Indexation,https://doi.org/10.2307/2118396,Production Function
QJE,"Tastes, Trade, and the Comparison of Structural Interdependence",https://doi.org/10.2307/1883014,Production Function
QJE,Self-Selection and Turnover in the Labor Market,https://doi.org/10.2307/1885325,Production Function
QJE,Dyke Maintenance and Other Stories: Some Neglected Types of Public Goods,https://doi.org/10.2307/2118503,Production Function
QJE,Discretionary Monetary Policy and Socially Efficient Wage Indexation,https://doi.org/10.2307/2118396,Production Function
QJE,"Tastes, Trade, and the Comparison of Structural Interdependence",https://doi.org/10.2307/1883014,Production Function
QJE,Self-Selection and Turnover in the Labor Market,https://doi.org/10.2307/1885325,Production Function
QJE,Dyke Maintenance and Other Stories: Some Neglected Types of Public Goods,https://doi.org/10.2307/2118503,Production Function
QJE,Asymmetry of Taxes and Subsidies in Regulating Stochastic Mishap,https://doi.org/10.2307/1882603,Production Function
QJE,Employment as an Element in the Wage bargain,https://doi.org/10.2307/1884393,Production Function
QJE,A Model of the “Managerial” Enterprise,https://doi.org/10.2307/1884399,Production Function
QJE,Systemic Crises and Growth,https://doi.org/10.1162/qjec.2008.123.1.359,Production Function
QJE,Growth in the Shadow of Expropriation,https://doi.org/10.1093/qje/qjr015,Production Function
QJE,A General Equilibrium Model of Sovereign Default and Business Cycles,https://doi.org/10.1093/qje/qjs009,Production Function
QJE,Injecting Charter School Best Practices into Traditional Public Schools: Evidence from Field Experiments,https://doi.org/10.1093/qje/qju011,Production Function
QJE,The Value of Waiting to Invest,https://doi.org/10.2307/1884175,Production Function
QJE,Classical and Keynesian Employment Theories: A Reconciliation,https://doi.org/10.2307/1880612,Production Function
QJE,On Some Unresolved Questions in Capital Theory: An Application of Samuelson's Correspondence Principle,https://doi.org/10.2307/1885418,Production Function
QJE,Welfare and Output With Income Effects and Taste Shocks,https://doi.org/10.1093/qje/qjac042,Production Function
QJE,The Skill Content of Recent Technological Change: An Empirical Exploration,https://doi.org/10.1162/003355303322552801,Production Function
QJE,What is Wrong with Economic Theory,https://doi.org/10.2307/1885256,Production Function
QJE,The Importance of Being First: Learning Price and Strategy,https://doi.org/10.2307/1885632,Production Function
QJE,"Raw Materials, Profits, and the Productivity Slowdown: Some Doubts",https://doi.org/10.2307/1884647,Production Function
QJE,Social Opportunity Costs and Immiserizing Growth: Some Observations on the Long Run Versus the Short,https://doi.org/10.2307/1880763,Production Function
QJE,"... 0033-5533/82/020353-10$02.00 354 QUA#0;#0;E#0;#0;Y #0;OU#0;#0;A#0; O#0; ECO#0;OMICS labor ..0 and capital W. Let the ith sector produce a commodity in amount Xi in accordance with a production function, (2.1) Xi = Fi(L i ,Ki ) i = u,r, which is assumed to be positively homogeneous of degree 1…",https://doi.org/10.1093/qje/75.3.508,Production Function
QJE,What Do Parents Value in Education? An Empirical Investigation of Parents' Revealed Preferences for Teachers,https://doi.org/10.1162/qjec.2007.122.4.1603,Production Function
QJE,Ethnic Divisions and Production in Firms,https://doi.org/10.1093/qje/qju028,Production Function
QJE,A Proposal for Extending the Theory of the Firm,https://doi.org/10.2307/1879501,Production Function
QJE,Wage and Employment Structure in an Economy with Internal Labor Markets,https://doi.org/10.2307/1883121,Production Function
QJE,"Asymmetric Tournaments, Equal Opportunity Laws, and Affirmative Action: Some Experimental Results",https://doi.org/10.2307/2118480,Production Function
QJE,"Imports, Exports, and Earnings Inequality: Measures of Exposure and Estimates of Incidence",https://doi.org/10.1093/qje/qjac012,Production Function
QJE,A History of Mechanization in the Cotton South: The Institutional Hypothesis,https://doi.org/10.2307/1885680,Production Function
QJE,Optimal Financial and Foreign-Exchange Liberalization of Less Developed Economies,https://doi.org/10.2307/1885566,Production Function
QJE,Personal and Job Characteristics as Determinants of Employee-Firm Contract Structure,https://doi.org/10.2307/1883194,Production Function
QJE,The Nature and Implications of the Reswitching of Techniques,https://doi.org/10.2307/1882914,Production Function
QJE,Complementarity and the Discount Rate for Public Investment,https://doi.org/10.2307/1885543,Production Function
QJE,The Riskless Rate of Interest and the Market Price of Risk,https://doi.org/10.2307/1885262,Production Function
QJE,A Model of Dual Labor Markets When Product Demand Is Uncertain,https://doi.org/10.2307/2937969,Production Function
QJE,Do Investment-Cash Flow Sensitivities Provide Useful Measures of Financing Constraints?,https://doi.org/10.1162/003355397555163,Production Function
QJE,Some Economic Growth Problems and the Part Population Policy Plays,https://doi.org/10.2307/1884429,Production Function
QJE,Stuart Wood and the Marginal Productivity Theory,https://doi.org/10.2307/1885053,Production Function
QJE,The Agricultural Productivity Gap,https://doi.org/10.1093/qje/qjt056,Production Function
QJE,Disaggregated Economic Accounts,https://doi.org/10.1093/qje/qjag010,Production Function
QJE,Learning Through Noticing: Theory and Evidence from a Field Experiment,https://doi.org/10.1093/qje/qju015,Production Function
QJE,Dualism and Macroeconomic Volatility,https://doi.org/10.1162/003355399556296,Production Function
QJE,"Wages, Profits, and Rent-Sharing",https://doi.org/10.2307/2946663,Production Function
QJE,Macroeconomic Effects of Regulation and Deregulation in Goods and Labor Markets,https://doi.org/10.1162/00335530360698450,Production Function
QJE,Consistent Wage Offer and Reservation Wage Distributions,https://doi.org/10.2307/2937916,Production Function
QJE,"The Relationships Between Money Cost, Investment, and the Rate of Return",https://doi.org/10.2307/1884269,Production Function
QJE,"Wages, Profit and Prices",https://doi.org/10.2307/1882402,Production Function
QJE,The Gains from Trade: An Analysis of Steady-State Solutions in an Open Economy,https://doi.org/10.2307/1884692,Production Function
QJE,Export Subsidies as an Outcome of the Management-Labor Conspiracy,https://doi.org/10.2307/2937900,Production Function
QJE,Private Markets in Public Goods (or Qualities),https://doi.org/10.2307/1885975,Production Function
QJE,Distributive Politics and Economic Growth,https://doi.org/10.2307/2118470,Production Function
QJE,The Management of Innovation,https://doi.org/10.2307/2118360,Production Function
QJE,Israel's Development: Past Accomplishments and Future Problems,https://doi.org/10.2307/1883204,Production Function
QJE,Ramsey Meets Laibson in the Neoclassical Growth Model,https://doi.org/10.1162/003355399556232,Production Function
QJE,Market Power and Spatial Competition in Rural India,https://doi.org/10.1093/qje/qjad004,Production Function
QJE,Interfirm Relationships and Business Performance,https://doi.org/10.1093/qje/qjx049,Production Function
QJE,The Rate of Interest Under Ideal Conditions,https://doi.org/10.2307/1882890,Production Function
QJE,Does Directed Innovation Mitigate Climate Damage? Evidence from U.S. Agriculture,https://doi.org/10.1093/qje/qjac039,Production Function
QJE,Competition and Innovation: an Inverted-U Relationship,https://doi.org/10.1093/qje/120.2.701,Production Function
QJE,Free Trade in “CORN”: A Statistical Study of the Prices and Production of Wheat in Great Britain from 1873 To 1914,https://doi.org/10.2307/1883830,Production Function
QJE,Imported Intermediate Inputs and Domestic Product Growth: Evidence from India,https://doi.org/10.1162/qjec.2010.125.4.1727,Production Function
QJE,"Cooperation, Productivity, and Profit Sharing",https://doi.org/10.2307/1884678,Production Function
QJE,The Structure of Wages,https://doi.org/10.2307/2118330,Production Function
QJE,A Supplementary Bibliography on Monopolistic Competition,https://doi.org/10.2307/1881771,Production Function
QJE,Sweat Equity in U.S. Private Business,https://doi.org/10.1093/qje/qjaa041,Production Function
QJE,"Immigration, Skill Mix, and Capital Skill Complementarity",https://doi.org/10.1093/qje/qjr011,Production Function
QJE,The Impact of Housing Assistance on Child Outcomes: Evidence from a Randomized Housing Lottery,https://doi.org/10.1093/qje/qju030,Production Function
QJE,Optimal Fiscal Policy with Redistribution,https://doi.org/10.1162/qjec.122.3.925,Production Function
QJE,"Changes in Relative Wages, 1963–1987: Supply and Demand Factors",https://doi.org/10.2307/2118323,Production Function
QJE,Industry Differences in the Level of Discrimination Against Women,https://doi.org/10.2307/1884425,Production Function
QJE,Some Problems in the Explanation of Interest Rates,https://doi.org/10.2307/1879562,Production Function
QJE,The Theory of Choice and the Constancy of Economic Laws,https://doi.org/10.2307/1881962,Production Function
QJE,The Impact of the Labor Market upon the Design and Selection of Productive Techniques within the Manufacturing Plant,https://doi.org/10.2307/1879602,Production Function
QJE,External Economies and International Trade Redux,https://doi.org/10.1162/qjec.2010.125.2.829,Production Function
QJE,"Industrial Structure, Urbanization, and the Growth Strategy of Socialist Countries",https://doi.org/10.2307/1884628,Production Function
QJE,Public Investment in LDC's with Recurrent Cost Constraint: The Kenyan Case,https://doi.org/10.2307/1883071,Production Function
QJE,"Clans, Guilds, and Markets: Apprenticeship Institutions and Growth in the Preindustrial Economy",https://doi.org/10.1093/qje/qjx026,Production Function
QJE,"Wage-Price Flexibility, Market Power, and the Cyclical Behavior of Real Wages, 1959–1980",https://doi.org/10.2307/2118395,Production Function
QJE,Segregated Schools and the Mobility Hypothesis: A Model of Local Government Discrimination,https://doi.org/10.2307/2937906,Production Function
QJE,Cooperative Control of International Pollution and Common Property Resources,https://doi.org/10.2307/1884696,Production Function
QJE,Development Strategy and Investment Criteria: Complementary or Competitive?,https://doi.org/10.2307/1880582,Production Function
QJE,"Resource Conservation, Environmental Preservation, and the Rate of Discount",https://doi.org/10.2307/1885257,Production Function
QJE,Economics and Value Judgments,https://doi.org/10.2307/1884389,Production Function
QJE,Workers' Trust Funds and the Logic of Wage Profiles,https://doi.org/10.2307/2937809,Production Function
QJE,The Taxation of Superstars,https://doi.org/10.1093/qje/qjw036,Production Function
QJE,Industrial Policies in Production Networks,https://doi.org/10.1093/qje/qjz024,Production Function
QJE,Optimal Taxation with Endogenous Insurance Markets,https://doi.org/10.1162/qjec.122.2.487,Production Function
QJE,Household Time Use among Older Couples: Evidence and Implications for Labor Supply Parameters,https://doi.org/10.1093/qje/qjy032,Production Function
QJE,Occupational Choice and the Spirit of Capitalism,https://doi.org/10.1162/qjec.2008.123.2.747,Production Function
QJE,Productivity Differences,https://doi.org/10.1162/00335530151144104,Production Function
QJE,Does Social Security Privatization Produce Efficiency Gains?,https://doi.org/10.1162/qjec.2007.122.4.1677,Production Function
QJE,Do Labor Market Policies have Displacement Effects? Evidence from a Clustered Randomized Experiment,https://doi.org/10.1093/qje/qjt001,Production Function
QJE,"The Investment Network, Sectoral Comovement, and the Changing U.S. Business Cycle",https://doi.org/10.1093/qje/qjab020,Production Function
